School DBN,School Name,School District,Residential District,Total Applicants Residential District,True Applicants Residential District,Total Applicants School,Total True Applicants School,Seats Available School,Offers School,Ratio,Rank
09X324,Bronx Early College Academy for Teaching & Learning,9,20,1,1,549,93,81,133,1.0,243
09X327,Comprehensive Model School Project M.S. 327,9,20,1,1,706,224,90,103,1.0,243
09X543,High School for Violin and Dance,9,20,1,1,149,19,108,-2,1.0,243
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),10,20,1,1,648,268,210,288,1.0,243
11X418,Bronx High School for the Visual Arts,11,20,1,1,951,168,102,136,1.0,243
11X545,Bronx Aerospace High School,11,20,1,1,751,109,189,-2,1.0,243
12X521,The Metropolitan Soundview High School,12,20,1,1,453,67,120,74,1.0,243
14K561,Williamsburg Preparatory School,14,20,2,2,1131,226,180,236,2.0,67
14K614,Young Women's Leadership School of Brooklyn,14,20,1,1,251,47,93,59,1.0,243
14K685,El Puente Academy for Peace and Justice,14,20,1,1,134,25,70,-2,1.0,243
16K765,Nelson Mandela High School,16,20,1,1,250,25,114,-2,1.0,243
18K576,Victory Collegiate High School,18,20,1,1,305,61,140,-2,1.0,243
18K617,High School for Innovation in Advertising and Media,18,20,1,1,522,101,81,91,1.0,243
19K422,Spring Creek Community School,19,20,1,1,341,50,73,-2,1.0,243
19K510,World Academy for Total Community Health High School,19,20,1,1,417,29,98,-2,1.0,243
19K583,Multicultural High School,19,20,1,1,320,88,111,64,1.0,243
23K644,Eagle Academy for Young Men II,23,20,1,1,554,179,92,139,1.0,243
24Q296,Pan American International High School,24,20,1,1,508,166,108,28,1.0,243
24Q520,Middle College High School at LaGuardia Community College,24,20,1,1,1826,552,97,118,1.0,243
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",26,20,1,1,671,231,258,222,1.0,243
27Q260,Frederick Douglass Academy VI High School,27,20,1,1,482,71,121,-2,1.0,243
27Q309,Academy of Medical Technology: A College Board School,27,20,1,1,626,120,105,109,1.0,243
28Q284,York Early College Academy,28,20,1,1,1602,580,81,91,1.0,243
28Q310,Queens Collegiate: A College Board School,28,20,1,1,453,67,115,77,1.0,243
29Q272,George Washington Carver High School for the Sciences,29,20,1,1,590,92,93,-2,1.0,243
29Q498,"Health, Arts, Robotics, and Technology High School",29,20,1,1,1435,293,196,264,1.0,243
30Q580,Baccalaureate School for Global Education,30,20,2,2,1732,937,97,94,2.0,67
31R028,The Eagle Academy for Young Men of Staten Island,31,20,1,1,94,26,81,-2,1.0,243
31R600,Ralph R. McKee Career and Technical Education High School,31,20,1,1,620,198,316,180,1.0,243
32K403,Academy for Excellence in Leadership,32,20,1,1,653,76,108,-2,1.0,243
32K549,The Brooklyn School for Social Justice,32,20,1,1,425,47,120,-2,1.0,243
04M372,Esperanza Preparatory Academy,4,20,3,2,322,114,106,120,1.3333333333333333,74
03M859,Special Music School,3,20,11,7,482,165,50,64,4.454545454545454,46
31R047,CSI High School for International Studies,31,20,36,22,1755,879,127,182,13.444444444444445,26
02M135,The Urban Assembly Early College High School for Emergency Medicine,2,20,10,6,510,116,122,-2,3.6,52
05M362,Columbia Secondary School,5,20,45,27,4258,1769,112,175,16.2,23
17K524,International High School at Prospect Heights,17,20,19,11,338,61,108,45,6.368421052631579,41
22K405,Midwood High School,22,20,2227,1264,11658,5495,910,1323,717.4207453973956,1
03M479,Beacon High School,3,20,187,106,7891,4442,360,493,60.0855614973262,11
24Q610,Aviation Career & Technical Education High School,24,20,18,10,4123,1548,530,723,5.555555555555555,42
01M539,"New Explorations into Science, Technology and Math High School",1,20,136,75,3743,2047,150,289,41.36029411764706,16
03M541,Manhattan / Hunter Science High School,3,20,142,77,5406,2689,108,176,41.75352112676056,15
04M435,Manhattan Center for Science and Mathematics,4,20,15,8,5010,1993,440,709,4.266666666666667,47
15K684,Millennium Brooklyn HS,15,20,1013,530,5385,2365,178,252,277.29516288252717,5
20K485,High School of Telecommunication Arts and Technology,20,20,1382,719,2973,1210,310,363,374.0672937771346,3
01M696,Bard High School Early College,1,20,132,68,3946,2196,125,198,35.03030303030303,19
22K535,Leon M. Goldstein High School for the Sciences,22,20,829,415,3985,2007,258,429,207.7503015681544,6
02M303,"Facing History School, The",2,20,2,1,421,87,107,-2,0.5,87
02M308,Lower Manhattan Arts Academy,2,20,4,2,524,69,95,-2,1.0,78
02M392,Manhattan Business Academy,2,20,6,3,1321,191,161,-2,1.5,72
02M427,Manhattan Academy For Arts & Language,2,20,2,1,389,72,108,49,0.5,87
02M437,Hudson High School of Learning Technologies,2,20,2,1,353,48,119,-2,0.5,87
02M438,International High School at Union Square,2,20,2,1,501,103,68,75,0.5,87
02M500,Unity Center for Urban Technologies,2,20,2,1,274,48,95,136,0.5,87
02M520,Murry Bergtraum High School for Business Careers,2,20,2,1,222,38,240,-2,0.5,87
02M542,Manhattan Bridges High School,2,20,2,1,904,224,172,95,0.5,87
02M550,Liberty High School Academy for Newcomers,2,20,2,1,99,16,50,6,0.5,87
03M402,The Urban Assembly School for Green Careers,3,20,2,1,494,39,120,45,0.5,87
03M860,Frederick Douglass Academy II Secondary School,3,20,2,1,309,55,95,105,0.5,87
04M495,Park East High School,4,20,2,1,2653,739,100,166,0.5,87
05M157,The Urban Assembly School for Global Commerce,5,20,2,1,207,26,81,-2,0.5,87
06M468,High School for Health Careers and Sciences,6,20,2,1,822,121,268,-2,0.5,87
07X522,Bronx Design and Construction Academy,7,20,2,1,677,112,140,91,0.5,87
07X625,Bronx Legacy High School,7,20,2,1,690,97,90,-2,0.5,87
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,20,2,1,427,75,100,-2,0.5,87
09X505,"Bronx School for Law, Government and Justice",9,20,2,1,1132,259,120,154,0.5,87
10X225,Theatre Arts Production Company School,10,20,2,1,633,88,170,-2,0.5,87
10X237,"The Marie Curie High School for Medicine, Nursing, and Health Professions",10,20,2,1,334,46,135,-2,0.5,87
10X353,World View High School,10,20,2,1,1343,263,150,195,0.5,87
10X477,Marble Hill High School for International Studies,10,20,2,1,810,158,108,139,0.5,87
12X684,Wings Academy,12,20,2,1,370,63,150,86,0.5,87
14K477,East Williamsburg Scholars Academy,14,20,2,1,650,90,234,-2,0.5,87
16K455,Boys and Girls High School,16,20,2,1,712,68,369,96,0.5,87
18K567,Brooklyn Theatre Arts High School,18,20,2,1,352,39,125,-2,0.5,87
19K409,East New York Family Academy,19,20,2,1,416,159,125,147,0.5,87
19K764,The Urban Assembly School for Collaborative Healthcare,19,20,2,1,419,71,81,-2,0.5,87
23K493,Brooklyn Collegiate: A College Board School,23,20,2,1,727,113,120,-2,0.5,87
24Q236,International High School for Health Sciences,24,20,2,1,485,112,81,68,0.5,87
24Q267,High School of Applied Communication,24,20,2,1,557,75,145,-2,0.5,87
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",24,20,2,1,1368,247,120,161,0.5,87
24Q585,Maspeth High School,24,20,2,1,5045,1953,270,348,0.5,87
24Q600,Queens Technical High School,24,20,2,1,3942,1196,350,423,0.5,87
25Q241,Queens High School for Language Studies,25,20,2,1,371,90,125,76,0.5,87
25Q525,Townsend Harris High School,25,20,52,26,6780,4957,290,374,13.0,27
26Q315,Business Technology Early College High School,26,20,2,1,1032,289,180,272,0.5,87
26Q435,Martin Van Buren High School,26,20,2,1,1084,217,352,273,0.5,87
27Q308,Robert H. Goddard High School of Communication Arts and Technology,27,20,2,1,1222,468,140,181,0.5,87
27Q323,Scholars' Academy,27,20,4,2,1065,580,154,186,1.0,78
28Q167,Metropolitan Expeditionary Learning School,28,20,2,1,1254,467,125,141,0.5,87
29Q283,Preparatory Academy for Writers: A College Board School,29,20,2,1,177,47,90,69,0.5,87
30Q258,Energy Tech High School,30,20,2,1,1535,348,108,145,0.5,87
30Q445,William Cullen Bryant High School,30,20,2,1,1681,297,435,349,0.5,87
31R445,Port Richmond High School,31,20,2,1,1267,334,564,435,0.5,87
32K552,The Academy of Urban Planning and Engineering,32,20,2,1,737,128,113,-2,0.5,87
32K556,Bushwick Leaders High School for Academic Excellence,32,20,2,1,768,125,120,-2,0.5,87
20K490,Fort Hamilton High School,20,20,2812,1374,4983,1995,883,903,671.3641536273116,2
02M545,High School for Dual Language and Asian Studies,2,20,83,40,769,299,108,150,19.27710843373494,22
31R455,Tottenville High School,31,20,36,17,3274,1627,1158,1357,8.027777777777779,35
02M418,Millennium High School,2,20,389,183,5541,2290,176,286,86.08997429305913,9
02M432,Murray Hill Academy,2,20,15,7,558,76,90,-2,3.2666666666666666,55
02M416,Eleanor Roosevelt High School,2,20,196,88,7699,3749,136,224,39.51020408163265,17
24Q299,Bard High School Early College Queens,24,20,34,15,3866,2227,125,166,6.617647058823529,39
02M412,N.Y.C. Lab School for Collaborative Studies,2,20,66,28,3134,1067,109,161,11.878787878787879,30
02M411,Baruch College Campus High School,2,20,209,88,6773,2753,118,188,37.05263157894737,18
02M414,N.Y.C. Museum School,2,20,38,16,3022,865,150,254,6.7368421052631575,37
31R440,New Dorp High School,31,20,38,16,2806,1011,668,887,6.7368421052631575,37
21K525,Edward R. Murrow High School,21,20,1068,441,6293,2283,933,1196,182.09831460674158,7
02M294,Essex Street Academy,2,20,65,26,2478,562,90,125,10.4,31
28Q440,Forest Hills High School,28,20,5,2,7184,2477,702,851,0.8,80
30Q450,Long Island City High School,30,20,5,2,1827,403,790,432,0.8,80
20K445,New Utrecht High School,20,20,2323,896,4568,1443,630,730,345.59448988377096,4
21K690,Brooklyn Studio Secondary School,21,20,341,129,844,281,102,133,48.800586510263926,12
01M450,East Side Community School,1,20,8,3,1142,328,95,117,1.125,76
02M305,"Urban Assembly Academy of Government and Law, The",2,20,8,3,573,75,100,-2,1.125,76
02M630,Art and Design High School,2,20,97,35,3594,1359,385,523,12.628865979381443,29
02M376,NYC iSchool,2,20,61,22,2459,931,118,158,7.934426229508197,36
22K555,Brooklyn College Academy,22,20,350,122,2698,911,170,228,42.52571428571429,14
21K468,Kingsborough Early College School,21,20,199,68,1229,429,110,122,23.236180904522612,21
21K337,International High School at Lafayette,21,20,88,30,327,76,90,35,10.227272727272727,32
21K572,Leaders High School,21,20,125,42,462,119,110,141,14.112,24
22K425,James Madison High School,22,20,757,254,6968,2801,837,940,85.22589167767504,10
02M408,Professional Performing Arts High School,2,20,27,9,1255,378,128,180,3.0,57
02M419,Landmark High School,2,20,3,1,457,37,100,-2,0.3333333333333333,139
02M459,Manhattan International High School,2,20,3,1,738,151,85,73,0.3333333333333333,139
02M529,Jacqueline Kennedy Onassis High School,2,20,3,1,534,81,204,-2,0.3333333333333333,139
03M291,West End Secondary School,3,20,3,1,1209,392,105,146,0.3333333333333333,139
03M417,Frank McCourt High School,3,20,3,1,1253,345,120,170,0.3333333333333333,139
07X548,Careers in Sports High School,7,20,3,1,1056,226,125,202,0.3333333333333333,139
10X439,Bronx High School for Law and Community Service,10,20,3,1,1467,220,108,163,0.3333333333333333,139
14K071,Juan Morel Campos Secondary School,14,20,3,1,341,78,101,69,0.3333333333333333,139
14K454,The Williamsburg High School of Art and Technology,14,20,6,2,893,129,116,120,0.6666666666666666,84
19K639,Brooklyn Lab School,19,20,6,2,980,152,102,143,0.6666666666666666,84
19K659,Cypress Hills Collegiate Preparatory School,19,20,3,1,581,86,99,-2,0.3333333333333333,139
23K514,Frederick Douglass Academy VII High School,23,20,3,1,532,76,108,85,0.3333333333333333,139
24Q550,High School for Arts and Business,24,20,3,1,2257,552,191,255,0.3333333333333333,139
25Q263,Flushing International High School,25,20,3,1,576,182,90,90,0.3333333333333333,139
26Q430,Francis Lewis High School,26,20,3,1,8708,3905,913,1030,0.3333333333333333,139
27Q302,"Queens High School for Information, Research, and Technology",27,20,3,1,671,160,130,177,0.3333333333333333,139
27Q400,August Martin High School,27,20,3,1,960,177,250,218,0.3333333333333333,139
27Q475,Richmond Hill High School,27,20,3,1,1397,386,371,423,0.3333333333333333,139
28Q505,Hillcrest High School,28,20,3,1,2316,496,730,517,0.3333333333333333,139
29Q248,Queens Preparatory Academy,29,20,3,1,383,62,100,-2,0.3333333333333333,139
29Q492,"Mathematics, Science Research and Technology Magnet High School",29,20,3,1,782,146,150,-2,0.3333333333333333,139
30Q555,Newcomers High School,30,20,3,1,559,166,81,107,0.3333333333333333,139
31R064,Gaynor McCown Expeditionary Learning School,31,20,3,1,777,364,146,171,0.3333333333333333,139
32K545,EBC High School for Public Service - Bushwick,32,20,3,1,467,75,126,-2,0.3333333333333333,139
02M420,High School for Health Professions and Human Services,2,20,50,16,2991,776,477,590,5.12,44
02M260,The Clinton School,2,20,41,13,2837,1151,134,221,4.121951219512195,48
21K348,High School of Sports Management,21,20,82,26,386,75,176,-2,8.24390243902439,34
02M600,The High School of Fashion Industries,2,20,38,12,2046,720,475,395,3.789473684210526,51
17K600,Clara Barton High School,17,20,35,11,1276,355,434,-2,3.4571428571428573,53
16K498,Brooklyn High School for Law and Technology,16,20,68,21,1730,296,151,-2,6.485294117647059,40
02M489,High School of Economics and Finance,2,20,43,13,1374,223,230,-2,3.9302325581395348,49
20K505,Franklin Delano Roosevelt High School,20,20,1400,421,3723,924,710,852,126.60071428571429,8
15K656,Brooklyn High School of the Arts,15,20,143,43,2104,574,254,272,12.93006993006993,28
20K609,Urban Assembly School for Leadership and Empowerment,20,20,94,28,278,74,100,132,8.340425531914894,33
02M546,Academy for Software Engineering,2,20,27,8,1992,388,125,201,2.3703703703703702,64
02M439,Manhattan Village Academy,2,20,31,9,3002,860,100,201,2.6129032258064515,59
21K344,Rachel Carson High School for Coastal Studies,21,20,31,9,469,162,160,200,2.6129032258064515,59
31R460,Susan E. Wagner High School,31,20,31,9,2611,968,660,631,2.6129032258064515,59
21K540,John Dewey High School,21,20,558,157,2573,622,553,577,44.17383512544803,13
02M551,Urban Assembly New York Harbor School,2,20,40,11,724,221,200,-2,3.025,56
15K667,Sunset Park High School,15,20,343,93,989,260,354,-2,25.215743440233236,20
15K448,Brooklyn Collaborative Studies,15,20,50,13,693,99,90,110,3.38,54
15K429,Digital Arts and Cinema Technology High School,15,20,39,10,579,105,90,94,2.5641025641025643,62
02M280,Manhattan Early College School for Advertising,2,20,4,1,572,88,112,-2,0.25,165
02M296,High School of Hospitality Management,2,20,4,1,269,35,135,-2,0.25,165
02M316,"Urban Assembly School of Business for Young Women, the",2,20,4,1,165,17,120,-2,0.25,165
02M615,Chelsea Career and Technical Education High School,2,20,12,3,821,118,152,-2,0.75,82
03M415,Wadleigh Secondary School for the Performing & Visual Arts,3,20,8,2,826,130,128,-2,0.5,87
04M555,Central Park East High School,4,20,8,2,4762,1538,125,215,0.5,87
06M540,A. Philip Randolph Campus High School,6,20,4,1,2050,408,471,379,0.25,165
10X438,Fordham Leadership Academy,10,20,4,1,2416,416,108,155,0.25,165
10X442,"Celia Cruz Bronx High School of Music, The",10,20,4,1,561,165,140,114,0.25,165
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,11,20,4,1,775,148,120,-2,0.25,165
11X544,High School for Contemporary Arts,11,20,4,1,607,55,240,-2,0.25,165
19K618,Academy of Innovative Technology,19,20,4,1,1048,183,115,169,0.25,165
24Q485,Grover Cleveland High School,24,20,4,1,1552,359,420,437,0.25,165
32K554,All City Leadership Secondary School,32,20,4,1,911,247,62,62,0.25,165
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",13,20,66,16,1239,274,108,160,3.878787878787879,50
13K595,Bedford Academy High School,13,20,79,19,2464,599,81,114,4.569620253164557,45
02M533,Union Square Academy for Health Sciences,2,20,25,6,834,154,163,143,1.44,73
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",13,20,42,10,909,111,258,143,2.380952380952381,63
02M400,High School for Environmental Studies,2,20,13,3,2558,395,344,385,0.6923076923076923,83
15K497,The Boerum Hill School for International Studies,15,20,39,9,801,155,125,-2,2.076923076923077,66
21K410,Abraham Lincoln High School,21,20,262,60,2225,539,741,604,13.740458015267176,25
02M288,Food and Finance High School,2,20,9,2,1225,264,150,211,0.4444444444444444,134
01M448,University Neighborhood High School,1,20,52,11,2248,447,125,185,2.326923076923077,65
17K543,"Science, Technology and Research Early College High School at Erasmus",17,20,38,8,790,197,130,145,1.6842105263157894,71
15K464,Park Slope Collegiate,15,20,67,14,613,115,102,130,2.925373134328358,58
15K462,John Jay School for Law,15,20,132,27,1012,184,125,-2,5.5227272727272725,43
02M407,Institute for Collaborative Education,2,20,10,2,836,263,61,73,0.4,135
10X437,Fordham High School for the Arts,10,20,5,1,1826,399,130,158,0.2,176
19K660,W. H. Maxwell Career and Technical Education High School,19,20,5,1,991,185,305,164,0.2,176
30Q301,Academy for Careers in Television and Film,30,20,10,2,1410,330,151,200,0.4,135
